N_1	DP_1	N_REF_1	MEAN_REF_BQ_1	MEDIAN_REF_BQ_1	MEAN_NONREF_BQ_1	MEDIAN_NONREF_BQ_1	N_2	DP_2	N_REF_2	MEAN_REF_BQ_2	MEDIAN_REF_BQ_2	MEAN_NONREF_BQ_2	MEDIAN_NONREF_BQ_2
1	312	141	23.922535211267604	34.0	26.794117647058822	33.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	225	127	24.1484375	20.0	28.371134020618555	35.0	0	None	None	None	None	None	None
1	9	1	39.0	39.0	31.625	33.0	1	8	0	None	None	30.5	32.0
1	249	40	20.0	20.0	26.626794258373206	33.0	0	None	None	None	None	None	None
1	141	36	24.972972972972972	37.0	23.721153846153847	38.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	3	0	None	None	28.0	31.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	8	3	26.0	24.5	29.75	29.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	11	8	25.0	37.0	20.0	20.0	1	11	8	28.0	36.0	38.5	38.5
1	6	3	27.25	27.0	20.0	20.0	1	4	0	38.0	38.0	25.666666666666668	20.0
1	5	2	26.0	20.0	20.0	20.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	78	21	25.571428571428573	38.0	30.280701754385966	34.0	0	None	None	None	None	None	None
1	151	59	27.796610169491526	20.0	27.652173913043477	34.0	0	None	None	None	None	None	None
1	120	42	26.833333333333332	37.0	27.5	38.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	4	1	37.5	37.5	35.0	35.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	2	0	None	None	39.0	39.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	215	55	26.454545454545453	20.0	28.0125	20.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	9	2	28.5	28.5	28.142857142857142	38.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	3	0	None	None	24.0	20.0
1	2	0	None	None	35.5	35.5	2	5	3	37.0	37.0	36.0	36.0
1	0	None	None	None	None	None	1	2	0	None	None	20.0	20.0
1	0	None	None	None	None	None	2	1	0	None	None	40.0	40.0
1	0	None	None	None	None	None	3	12	2	20.0	20.0	18.9	20.0
1	0	None	None	None	None	None	2	5	3	26.0	20.0	37.5	37.5
1	0	None	None	None	None	None	3	7	3	24.0	21.0	39.333333333333336	39.0
1	0	None	None	None	None	None	1	2	0	None	None	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	23	16	28.352941176470587	26.0	25.666666666666668	20.0
1	0	None	None	None	None	None	3	6	2	32.5	32.5	27.25	34.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	4	2	37.5	37.5	33.5	33.5
1	9	5	26.0	38.0	17.333333333333332	12.0	3	14	6	25.333333333333332	36.0	23.75	27.5
1	0	None	None	None	None	None	2	22	11	22.083333333333332	20.0	20.0	20.0
1	0	None	None	None	None	None	3	31	20	21.857142857142858	20.0	24.2	20.0
1	0	None	None	None	None	None	3	5	2	26.0	20.0	33.0	33.0
1	0	None	None	None	None	None	1	6	0	37.0	37.0	22.2	31.0
1	0	None	None	None	None	None	3	5	2	36.0	37.0	32.5	32.5
1	0	None	None	None	None	None	3	25	14	23.2	20.0	27.1	29.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	4	1	37.0	37.0	25.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	2	0	None	None	37.0	37.0
1	0	None	None	None	None	None	1	6	1	32.0	32.0	23.0	20.0
1	0	None	None	None	None	None	1	7	4	28.2	31.0	35.0	35.0
1	0	None	None	None	None	None	2	6	3	20.0	20.0	32.5	32.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	35	27	24.74074074074074	20.0	20.0	20.0
1	35	21	26.238095238095237	34.0	27.785714285714285	33.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
