N_1	DP_1	N_REF_1	MEAN_REF_BQ_1	MEDIAN_REF_BQ_1	MEAN_NONREF_BQ_1	MEDIAN_NONREF_BQ_1	N_2	DP_2	N_REF_2	MEAN_REF_BQ_2	MEDIAN_REF_BQ_2	MEAN_NONREF_BQ_2	MEDIAN_NONREF_BQ_2
1	177	54	24.24074074074074	20.0	26.926829268292682	33.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	177	71	24.625	26.0	26.276190476190475	36.0	0	None	None	None	None	None	None
1	6	1	41.0	41.0	32.4	32.0	1	6	0	None	None	30.5	32.0
1	161	25	20.6	35.0	27.102941176470587	33.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	2	0	None	None	39.0	39.0
1	73	16	25.529411764705884	39.0	23.964285714285715	39.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	2	0	None	None	31.5	31.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	4	1	20.0	20.0	35.0	35.0
1	0	None	None	None	None	None	2	6	0	None	None	30.333333333333332	38.0
1	9	8	22.22222222222222	40.0	None	None	3	14	5	29.4	38.0	31.555555555555557	36.0
1	9	8	21.444444444444443	33.0	None	None	3	13	4	26.25	32.5	30.77777777777778	38.0
1	0	None	None	None	None	None	3	10	6	22.142857142857142	20.0	26.0	38.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	14	10	26.8	20.0	22.75	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	6	2	26.333333333333332	20.0	32.333333333333336	36.0
1	0	None	None	None	None	None	1	9	4	25.6	23.0	17.75	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	3	0	None	None	27.333333333333332	35.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	39	14	29.928571428571427	35.5	27.92	34.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	3	1	36.0	36.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	2	0	None	None	31.5	31.5
1	0	None	None	None	None	None	1	5	1	10.0	10.0	12.0	0.0
1	7	4	23.2	20.0	20.0	20.0	3	19	12	23.76923076923077	20.0	25.666666666666668	28.5
1	0	None	None	None	None	None	2	5	1	20.0	20.0	26.666666666666668	20.0
1	2	0	None	None	20.0	20.0	1	3	1	20.0	20.0	37.0	37.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	4	2	20.0	20.0	20.0	20.0	0	None	None	None	None	None	None
1	7	1	9.0	9.0	35.333333333333336	37.0	3	8	4	28.6	37.0	36.333333333333336	36.0
1	7	6	22.285714285714285	20.0	None	None	3	18	7	26.375	28.5	24.7	31.5
1	0	None	None	None	None	None	3	34	17	16.88888888888889	20.0	22.5	27.0
1	5	1	5.0	5.0	20.0	20.0	3	7	1	36.0	36.0	25.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	148	53	21.49056603773585	36.0	24.86315789473684	33.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	6	2	36.5	36.5	30.0	32.0
1	6	0	None	None	25.0	20.0	2	9	5	30.6	37.0	25.25	23.0
1	0	None	None	None	None	None	1	5	0	None	None	22.2	37.0
1	13	0	None	None	23.615384615384617	20.0	3	21	13	24.0	20.0	24.25	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	8	4	32.75	36.0	20.0	20.0
1	0	None	None	None	None	None	3	30	14	26.4	26.0	20.666666666666668	20.0
1	0	None	None	None	None	None	3	15	7	31.285714285714285	37.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	4	1	32.0	32.0	36.0	36.0
1	0	None	None	None	None	None	2	19	15	27.8	20.0	20.0	20.0
1	3	1	35.5	35.5	32.0	32.0	3	9	4	35.75	36.0	25.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	223	200	24.562189054726367	20.0	24.636363636363637	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	17	13	32.357142857142854	32.0	37.333333333333336	38.0
1	0	None	None	None	None	None	3	11	5	39.0	39.0	36.6	37.0
1	0	None	None	None	None	None	3	14	8	34.25	39.5	35.5	35.5
1	0	None	None	None	None	None	3	14	6	33.42857142857143	39.0	38.857142857142854	39.0
1	0	None	None	None	None	None	3	14	6	31.714285714285715	37.0	33.42857142857143	38.0
1	0	None	None	None	None	None	2	11	5	21.2	20.0	20.0	20.0
1	0	None	None	None	None	None	2	10	3	28.25	28.0	25.666666666666668	20.0
1	2	0	None	None	20.0	20.0	3	6	2	38.0	38.0	20.0	20.0
1	0	None	None	None	None	None	2	5	0	37.0	37.0	26.0	32.0
1	0	None	None	None	None	None	3	14	4	23.4	20.0	26.22222222222222	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	2	0	None	None	35.5	35.5
1	0	None	None	None	None	None	3	2	0	None	None	20.0	20.0
1	0	None	None	None	None	None	2	7	3	27.25	26.0	25.666666666666668	37.0
1	0	None	None	None	None	None	1	4	2	36.5	36.5	33.0	33.0
1	0	None	None	None	None	None	3	22	9	34.6	39.0	36.416666666666664	36.0
1	0	None	None	None	None	None	1	5	2	26.666666666666668	20.0	39.0	39.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	32	27	24.75	20.0	28.75	28.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	6	3	37.666666666666664	38.0	32.666666666666664	34.0
1	0	None	None	None	None	None	3	3	0	None	None	38.0	39.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	3	0	None	None	34.333333333333336	38.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	2	0	None	None	35.0	35.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	3	0	None	None	26.666666666666668	20.0
1	0	None	None	None	None	None	3	22	10	29.9	36.5	25.166666666666668	27.0
1	6	0	None	None	30.0	36.5	3	26	10	22.636363636363637	20.0	27.533333333333335	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	6	2	26.0	20.0	25.333333333333332	20.0
1	0	None	None	None	None	None	2	10	2	18.5	18.5	35.5	36.5
1	9	5	33.5	33.0	35.333333333333336	35.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	32	20	25.476190476190474	20.0	24.90909090909091	20.0
1	8	6	39.166666666666664	39.0	20.0	20.0	3	9	4	38.25	38.5	23.2	20.0
1	0	None	None	None	None	None	2	9	3	20.0	20.0	23.8	20.0
1	0	None	None	None	None	None	2	9	6	31.142857142857142	36.0	37.0	37.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	12	7	33.714285714285715	35.0	31.4	39.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	5	0	None	None	22.8	20.0
1	0	None	None	None	None	None	2	39	22	24.954545454545453	20.0	22.88235294117647	20.0
1	64	57	27.603448275862068	29.0	36.666666666666664	38.0	3	102	87	27.420454545454547	27.0	37.142857142857146	37.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	6	3	37.666666666666664	38.0	36.0	36.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	7	2	25.666666666666668	20.0	28.0	27.5
1	0	None	None	None	None	None	3	10	2	20.0	20.0	23.125	23.5
1	12	3	26.666666666666668	40.0	33.888888888888886	38.0	0	None	None	None	None	None	None
1	42	19	20.0	20.0	23.0	20.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	5	0	None	None	29.0	35.0	3	12	5	25.833333333333332	29.0	35.333333333333336	36.0
1	0	None	None	None	None	None	3	16	10	20.4	20.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	5	3	25.666666666666668	37.0	38.5	38.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	275	104	21.48076923076923	38.0	27.923976608187136	36.0	0	None	None	None	None	None	None
1	272	65	23.338461538461537	37.0	26.985507246376812	36.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	5	2	24.666666666666668	20.0	30.0	30.0
1	6	4	22.4	33.0	36.0	36.0	3	14	9	25.3	33.0	28.0	36.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	4	2	36.5	36.5	34.5	34.5
1	0	None	None	None	None	None	1	4	1	20.0	20.0	36.5	36.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	4	1	37.0	37.0	37.0	38.0
1	0	None	None	None	None	None	1	9	3	23.666666666666668	20.0	25.666666666666668	37.0
1	0	None	None	None	None	None	1	10	3	25.0	20.0	22.857142857142858	20.0
1	0	None	None	None	None	None	1	10	3	26.0	20.0	22.285714285714285	20.0
1	0	None	None	None	None	None	2	3	1	32.0	32.0	20.0	20.0
1	0	None	None	None	None	None	1	3	1	20.0	20.0	40.0	40.0
1	0	None	None	None	None	None	2	6	2	37.0	37.0	25.666666666666668	37.0
1	0	None	None	None	None	None	2	9	4	33.8	35.0	32.0	39.0
1	0	None	None	None	None	None	3	5	1	20.0	20.0	33.666666666666664	34.0
1	0	None	None	None	None	None	3	19	3	25.666666666666668	20.0	27.1875	36.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	6	3	28.25	28.0	37.5	37.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	13	8	19.77777777777778	20.0	24.25	20.0
1	0	None	None	None	None	None	2	14	9	20.0	20.0	19.5	20.0
1	118	54	25.22222222222222	20.0	31.0	37.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	7	2	34.0	33.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	2	0	None	None	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	8	0	None	None	27.875	28.5
1	0	None	None	None	None	None	3	21	13	27.357142857142858	30.0	26.142857142857142	33.0
1	0	None	None	None	None	None	3	17	7	30.625	34.0	27.88888888888889	25.0
1	0	None	None	None	None	None	2	7	1	38.0	38.0	28.4	33.0
1	0	None	None	None	None	None	3	19	10	21.0	20.0	28.0	35.5
1	0	None	None	None	None	None	3	14	7	26.285714285714285	20.0	31.142857142857142	35.0
1	0	None	None	None	None	None	1	6	3	19.333333333333332	18.0	24.0	32.0
1	0	None	None	None	None	None	3	4	0	None	None	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	155	136	25.233576642335766	20.0	27.61111111111111	33.0
1	0	None	None	None	None	None	2	5	2	20.0	20.0	35.666666666666664	36.0
1	0	None	None	None	None	None	2	7	2	20.0	20.0	30.0	36.0
1	0	None	None	None	None	None	2	2	0	None	None	20.0	20.0
1	0	None	None	None	None	None	3	18	9	32.5	32.0	36.875	37.0
1	0	None	None	None	None	None	1	9	4	24.2	31.0	30.75	30.5
1	0	None	None	None	None	None	1	9	4	27.0	35.0	37.75	38.0
1	0	None	None	None	None	None	1	8	2	34.333333333333336	35.0	33.6	39.0
1	0	None	None	None	None	None	3	12	5	30.5	37.0	25.5	28.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	22	11	24.90909090909091	20.0	24.09090909090909	36.0
1	0	None	None	None	None	None	3	2	0	None	None	32.0	32.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	6	3	29.25	34.0	37.5	37.5
1	311	120	20.208333333333332	20.0	26.01047120418848	34.0	0	None	None	None	None	None	None
1	26	23	23.958333333333332	38.0	28.5	28.5	3	51	41	26.023809523809526	37.0	29.77777777777778	37.0
1	26	23	22.833333333333332	35.0	29.5	29.5	3	52	41	25.047619047619047	36.0	31.5	38.0
1	4	3	38.0	38.0	None	None	0	None	None	None	None	None	None
1	22	21	25.454545454545453	32.0	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	22	19	27.4	20.0	34.5	34.5	3	29	13	29.615384615384617	37.0	23.4375	20.0
1	0	None	None	None	None	None	3	18	13	19.5	20.0	27.5	27.0
1	0	None	None	None	None	None	2	5	1	33.0	33.0	22.0	20.0
1	0	None	None	None	None	None	3	10	4	20.0	20.0	22.666666666666668	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	13	7	38.125	39.0	38.8	39.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	97	87	22.586206896551722	20.0	33.6	34.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	47	35	27.416666666666668	23.0	36.45454545454545	36.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	10	6	36.714285714285715	38.0	37.666666666666664	38.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	8	5	25.333333333333332	36.0	35.5	35.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	28	22	26.391304347826086	32.0	34.0	40.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	6	2	26.333333333333332	20.0	25.0	20.0
1	0	None	None	None	None	None	2	28	17	21.61111111111111	20.0	20.4	20.0
1	0	None	None	None	None	None	1	18	13	22.785714285714285	20.0	28.5	28.5
1	123	0	None	None	24.878048780487806	38.0	3	200	0	None	None	24.85	37.0
1	0	None	None	None	None	None	3	5	0	None	None	23.6	20.0
1	0	None	None	None	None	None	2	3	0	None	None	35.0	37.0
1	0	None	None	None	None	None	3	8	3	25.666666666666668	20.0	23.0	35.0
1	0	None	None	None	None	None	3	14	8	26.375	25.5	31.5	35.5
1	0	None	None	None	None	None	2	10	4	28.25	28.0	25.666666666666668	20.0
1	0	None	None	None	None	None	3	6	3	37.666666666666664	38.0	37.333333333333336	37.0
1	0	None	None	None	None	None	2	2	0	None	None	36.5	36.5
1	9	8	32.111111111111114	37.0	None	None	3	27	19	28.5	37.0	32.42857142857143	38.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	7	4	39.5	40.0	34.0	34.0
1	0	None	None	None	None	None	3	5	2	36.5	36.5	24.0	20.0
1	0	None	None	None	None	None	1	13	7	25.875	25.5	36.0	38.0
1	0	None	None	None	None	None	2	6	0	None	None	25.666666666666668	20.0
1	0	None	None	None	None	None	2	12	5	27.8	25.0	22.142857142857142	20.0
1	0	None	None	None	None	None	3	8	4	28.25	28.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	8	2	38.0	38.0	26.166666666666668	20.0
1	6	5	28.333333333333332	32.0	None	None	3	15	11	26.09090909090909	31.0	28.0	28.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	58	2	38.0	38.0	23.964285714285715	20.0	0	None	None	None	None	None	None
1	56	53	23.77777777777778	20.0	38.5	38.5	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	30	23	21.25	20.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	13	8	22.0	20.0	32.0	32.0
1	10	7	26.5	32.0	20.0	20.0	3	16	11	23.90909090909091	20.0	30.4	37.0
1	0	None	None	None	None	None	3	12	8	28.375	27.5	29.25	29.0
1	0	None	None	None	None	None	3	25	16	27.058823529411764	20.0	26.875	23.5
1	0	None	None	None	None	None	3	2	0	None	None	20.0	20.0
1	0	None	None	None	None	None	3	43	22	26.5	25.5	23.80952380952381	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	27	18	25.0	20.0	28.875	28.5
1	0	None	None	None	None	None	3	19	12	22.916666666666668	20.0	27.285714285714285	20.0
1	0	None	None	None	None	None	3	11	1	19.0	19.0	26.11111111111111	20.0
1	0	None	None	None	None	None	3	31	25	20.653846153846153	20.0	30.2	37.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	31	17	27.944444444444443	28.5	26.615384615384617	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	5	1	38.0	38.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	3	1	31.0	31.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	6	3	25.75	32.0	38.0	38.0
1	0	None	None	None	None	None	3	19	9	23.0	20.0	28.11111111111111	37.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	5	1	20.0	20.0	26.333333333333332	20.0
1	0	None	None	None	None	None	1	9	4	20.0	20.0	23.2	20.0
1	4	0	None	None	39.75	39.5	3	7	4	34.0	34.0	40.333333333333336	41.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	3	0	None	None	25.333333333333332	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
