N_1	DP_1	N_REF_1	MEAN_REF_BQ_1	MEDIAN_REF_BQ_1	MEAN_NONREF_BQ_1	MEDIAN_NONREF_BQ_1	N_2	DP_2	N_REF_2	MEAN_REF_BQ_2	MEDIAN_REF_BQ_2	MEAN_NONREF_BQ_2	MEDIAN_NONREF_BQ_2
1	239	131	22.6793893129771	20.0	27.453703703703702	33.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	148	78	24.696202531645568	38.0	30.27536231884058	35.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	5	0	None	None	23.6	20.0
1	144	19	20.0	20.0	27.782258064516128	32.0	0	None	None	None	None	None	None
1	112	34	25.264705882352942	38.5	23.935897435897434	38.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	19	7	27.142857142857142	37.0	33.416666666666664	36.0
1	0	None	None	None	None	None	2	4	1	30.0	30.0	32.0	32.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	3	0	None	None	28.0	31.0
1	0	None	None	None	None	None	3	17	7	23.75	20.0	25.22222222222222	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	69	62	25.746031746031747	20.0	30.666666666666668	36.5	1	127	108	24.926605504587155	20.0	33.5	36.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	2	0	None	None	30.5	30.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	11	8	28.0	36.0	38.5	38.5
1	0	None	None	None	None	None	1	4	0	38.0	38.0	25.666666666666668	20.0
1	0	None	None	None	None	None	2	2	0	None	None	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	7	3	37.333333333333336	37.0	35.0	35.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	63	22	26.272727272727273	27.5	30.390243902439025	35.0	0	None	None	None	None	None	None
1	107	42	30.428571428571427	37.5	25.323076923076922	20.0	0	None	None	None	None	None	None
1	90	35	25.17142857142857	37.0	27.436363636363637	37.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	10	5	23.6	20.0	23.4	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	2	0	None	None	39.0	39.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	155	50	24.313725490196077	20.0	29.548076923076923	24.5	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	9	2	28.5	28.5	28.142857142857142	38.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	2	0	None	None	20.0	20.0	0	None	None	None	None	None	None
1	4	0	None	None	22.25	22.0	2	4	1	20.0	20.0	33.5	33.5
1	0	None	None	None	None	None	2	5	3	37.0	37.0	36.0	36.0
1	0	None	None	None	None	None	2	1	0	None	None	40.0	40.0
1	0	None	None	None	None	None	2	5	3	26.0	20.0	37.5	37.5
1	0	None	None	None	None	None	3	10	6	31.333333333333332	36.5	27.0	27.0
1	0	None	None	None	None	None	1	2	0	None	None	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	6	2	32.5	32.5	27.25	34.5
1	5	3	36.0	36.0	33.0	33.0	3	8	6	30.333333333333332	35.5	32.0	32.0
