N_1	DP_1	N_REF_1	MEAN_REF_BQ_1	MEDIAN_REF_BQ_1	MEAN_NONREF_BQ_1	MEDIAN_NONREF_BQ_1	N_2	DP_2	N_REF_2	MEAN_REF_BQ_2	MEDIAN_REF_BQ_2	MEAN_NONREF_BQ_2	MEDIAN_NONREF_BQ_2
1	200	92	22.97826086956522	30.0	25.796296296296298	32.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	231	106	24.39252336448598	37.0	30.10483870967742	35.0	0	None	None	None	None	None	None
1	9	1	40.0	40.0	32.0	32.0	1	6	0	None	None	30.5	32.0
1	0	None	None	None	None	None	3	22	17	24.166666666666668	20.0	23.75	20.0
1	223	38	20.94736842105263	20.0	26.972972972972972	32.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	2	0	None	None	39.0	39.0
1	130	45	24.08888888888889	37.0	26.50588235294118	37.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	11	1	32.0	32.0	34.6	35.0	3	16	2	22.666666666666668	30.0	34.07692307692308	35.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	4	1	20.0	20.0	35.0	35.0
1	25	13	25.615384615384617	34.0	23.75	25.5	3	21	14	25.4	20.0	21.333333333333332	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	8	5	23.666666666666668	22.5	32.0	32.0
1	0	None	None	None	None	None	3	11	7	31.857142857142858	36.0	25.75	25.0
1	0	None	None	None	None	None	2	65	53	27.425925925925927	37.0	25.09090909090909	37.0
1	0	None	None	None	None	None	3	42	15	24.866666666666667	20.0	23.11111111111111	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	9	4	25.6	23.0	17.75	20.0
1	0	None	None	None	None	None	2	11	6	19.142857142857142	20.0	29.0	28.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	72	25	23.56	20.0	27.74468085106383	34.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	6	3	28.5	28.5	20.0	20.0	3	15	3	22.666666666666668	20.0	22.75	20.0
1	0	None	None	None	None	None	1	3	1	36.0	36.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	2	0	None	None	31.5	31.5
1	0	None	None	None	None	None	1	6	0	None	None	20.0	20.0
1	0	None	None	None	None	None	2	5	1	20.0	20.0	26.666666666666668	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	27	4	34.75	35.0	35.0	34.0	2	23	0	None	None	35.34782608695652	35.0
1	0	None	None	None	None	None	1	3	1	20.0	20.0	37.0	37.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	3	0	None	None	20.0	20.0
1	259	107	22.88785046728972	35.0	24.625	32.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	9	5	30.6	37.0	25.25	23.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	8	4	32.75	36.0	20.0	20.0
1	4	0	None	None	20.0	20.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	19	15	27.8	20.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	223	200	24.562189054726367	20.0	24.636363636363637	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	17	13	32.357142857142854	32.0	37.333333333333336	38.0
1	0	None	None	None	None	None	1	12	5	25.666666666666668	28.5	20.0	20.0
1	0	None	None	None	None	None	2	11	5	21.2	20.0	20.0	20.0
1	0	None	None	None	None	None	3	6	2	38.0	38.0	20.0	20.0
1	0	None	None	None	None	None	2	5	0	37.0	37.0	26.0	32.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	75	65	29.545454545454547	33.5	37.666666666666664	38.0
1	0	None	None	None	None	None	2	2	0	None	None	35.5	35.5
1	0	None	None	None	None	None	3	2	0	None	None	20.0	20.0
1	2	0	None	None	37.5	37.5	1	4	2	36.5	36.5	33.0	33.0
1	4	0	None	None	20.0	20.0	1	5	2	26.666666666666668	20.0	39.0	39.0
1	0	None	None	None	None	None	3	15	8	26.5	35.0	25.285714285714285	20.0
1	0	None	None	None	None	None	3	5	0	38.0	38.0	35.25	35.5
1	0	None	None	None	None	None	3	2	0	None	None	37.5	37.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	6	3	37.666666666666664	38.0	32.666666666666664	34.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	3	0	None	None	26.666666666666668	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	3	0	None	None	24.666666666666668	20.0	1	6	2	26.0	20.0	25.333333333333332	20.0
1	16	5	32.666666666666664	32.0	29.5	35.5	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	36	14	25.866666666666667	20.0	27.142857142857142	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	13	6	22.714285714285715	20.0	13.333333333333334	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	45	34	24.058823529411764	20.0	21.363636363636363	20.0
1	0	None	None	None	None	None	3	19	10	28.636363636363637	38.0	28.625	37.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	6	3	36.0	36.0	25.666666666666668	20.0
1	48	18	27.333333333333332	37.0	28.633333333333333	35.5	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	25	17	25.22222222222222	20.0	32.714285714285715	32.0
1	54	19	20.842105263157894	20.0	23.685714285714287	20.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	13	9	21.8	20.0	21.666666666666668	25.0	3	12	5	25.833333333333332	29.0	35.333333333333336	36.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	6	3	37.25	37.0	39.0	39.0
1	6	0	None	None	31.0	36.5	2	5	3	25.666666666666668	37.0	38.5	38.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	323	122	21.868852459016395	20.0	27.925373134328357	35.0	0	None	None	None	None	None	None
1	313	53	24.055555555555557	20.0	26.98069498069498	36.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	5	2	24.666666666666668	20.0	30.0	30.0
1	0	None	None	None	None	None	1	4	1	20.0	20.0	36.5	36.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	4	1	37.0	37.0	37.0	38.0
1	0	None	None	None	None	None	1	9	3	23.666666666666668	20.0	25.666666666666668	37.0
1	0	None	None	None	None	None	1	10	3	25.0	20.0	22.857142857142858	20.0
1	0	None	None	None	None	None	1	10	3	26.0	20.0	22.285714285714285	20.0
1	0	None	None	None	None	None	2	3	1	32.0	32.0	20.0	20.0
1	0	None	None	None	None	None	1	3	1	20.0	20.0	40.0	40.0
1	0	None	None	None	None	None	2	6	2	37.0	37.0	25.666666666666668	37.0
1	0	None	None	None	None	None	2	9	4	33.8	35.0	32.0	39.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
