N_1	DP_1	N_REF_1	MEAN_REF_BQ_1	MEDIAN_REF_BQ_1	MEAN_NONREF_BQ_1	MEDIAN_NONREF_BQ_1	N_2	DP_2	N_REF_2	MEAN_REF_BQ_2	MEDIAN_REF_BQ_2	MEAN_NONREF_BQ_2	MEDIAN_NONREF_BQ_2
1	0	None	None	None	None	None	3	9	3	23.0	34.0	30.0	30.0
1	251	139	22.27857142857143	34.0	26.243243243243242	31.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	114	86	24.632183908045977	38.0	33.629629629629626	35.0	0	None	None	None	None	None	None
1	7	1	39.0	39.0	29.333333333333332	32.0	2	4	0	None	None	33.0	33.0
1	0	None	None	None	None	None	3	10	0	None	None	23.4	20.0
1	105	53	27.18867924528302	38.0	25.51923076923077	38.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	7	4	24.0	29.0	36.333333333333336	37.0
1	0	None	None	None	None	None	1	1	0	None	None	31.0	31.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	16	8	26.625	25.5	24.0	20.0
1	10	1	32.0	32.0	28.11111111111111	33.0	3	4	0	None	None	39.25	39.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	14	0	None	None	22.214285714285715	27.0	3	19	7	28.875	37.0	26.90909090909091	36.0
1	2	0	None	None	39.0	39.0	2	9	4	27.75	35.5	23.4	37.0
1	0	None	None	None	None	None	1	6	2	24.0	20.0	19.0	25.0
1	3	2	25.666666666666668	20.0	None	None	1	8	4	30.6	38.0	24.0	32.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	10	0	None	None	27.1	37.0
1	14	5	25.666666666666668	28.0	36.125	36.0	0	None	None	None	None	None	None
1	17	7	18.875	15.5	35.22222222222222	38.0	0	None	None	None	None	None	None
1	14	3	38.333333333333336	38.0	37.81818181818182	38.0	1	25	2	37.0	37.0	37.47826086956522	39.0
1	33	18	30.05263157894737	36.0	33.42857142857143	35.5	0	None	None	None	None	None	None
1	73	7	30.0	32.0	27.681818181818183	34.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	13	4	20.4	20.0	22.875	26.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	9	4	23.2	20.0	20.0	20.0
1	0	None	None	None	None	None	2	6	3	33.666666666666664	33.0	37.0	37.0
1	0	None	None	None	None	None	2	8	1	38.0	38.0	22.714285714285715	20.0
1	122	50	21.28	20.0	32.80555555555556	34.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	22	6	27.0	20.0	23.133333333333333	20.0
1	0	None	None	None	None	None	3	13	3	37.0	37.0	29.0	32.0
1	4	0	None	None	27.25	27.0	1	12	2	25.666666666666668	20.0	26.11111111111111	20.0
1	4	0	None	None	28.25	27.0	1	13	2	25.666666666666668	20.0	23.6	26.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	4	0	None	None	20.0	20.0	0	None	None	None	None	None	None
1	6	0	None	None	36.333333333333336	36.0	3	10	4	25.5	22.5	25.833333333333332	20.0
1	0	None	None	None	None	None	3	34	18	25.444444444444443	37.0	23.375	32.5
1	0	None	None	None	None	None	3	34	18	26.22222222222222	38.5	23.8125	35.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	5	0	None	None	23.6	20.0
1	0	None	None	None	None	None	1	5	0	25.0	25.0	34.25	34.0
1	0	None	None	None	None	None	1	3	1	37.0	37.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	4	0	20.0	20.0	36.666666666666664	37.0
1	0	None	None	None	None	None	2	18	13	27.285714285714285	36.0	20.0	20.0
1	3	0	None	None	25.666666666666668	20.0	0	None	None	None	None	None	None
1	12	11	24.916666666666668	34.0	None	None	1	25	20	22.857142857142858	20.0	37.25	37.0
1	0	None	None	None	None	None	2	48	41	22.333333333333332	20.0	29.5	31.5
1	0	None	None	None	None	None	2	48	41	21.88095238095238	20.0	35.666666666666664	39.0
1	0	None	None	None	None	None	2	26	21	23.227272727272727	20.0	26.0	32.0
1	2	0	None	None	20.0	20.0	0	None	None	None	None	None	None
